Name x y something mag check
M37_r_7s_1.fit    444.84    17.01  26.96738   18.531  ok
M37_r_7s_1.fit     90.57    99.55  24.83843   18.558  ok
M37_r_7s_1.fit    200.87   118.26  25.83261   19.356  ok
M37_r_7s_1.fit    162.57   123.68  25.70199   17.354  ok
M37_r_7s_1.fit    207.58   129.29  25.87198   13.343  ok
M37_r_7s_1.fit     60.00   135.15   24.7024   12.358  ok
M37_r_7s_1.fit     76.04   157.24  24.95502   13.665  ok
M37_r_7s_1.fit     16.26   161.37  25.14992   13.543  ok
M37_r_7s_1.fit    199.44   161.34  27.17424   13.947  ok
M37_r_7s_1.fit     54.13   163.70  26.29555   13.547  ok
M37_r_7s_1.fit     98.52   165.45  25.17007   12.906  ok
M37_r_7s_1.fit    476.37   183.56  26.94725   14.176  ok
M37_r_7s_1.fit    402.69   185.50  28.59896   13.488  ok
M37_r_7s_1.fit    298.91   189.10  25.91292   13.991  ok
M37_r_7s_1.fit    537.91   191.23  28.42025   14.014  ok
M37_r_7s_1.fit    364.01   199.34  27.90105   12.559  ok
M37_r_7s_1.fit    167.87   200.30  26.33432   14.089  ok
M37_r_7s_1.fit    515.90   211.49  27.83989   11.947  ok
M37_r_7s_1.fit    228.70   235.95  28.73754   12.866  ok
M37_r_7s_1.fit    140.51   236.73  28.00764   12.847  ok
M37_r_7s_1.fit    442.99   241.21  27.84402   13.473  ok
M37_r_7s_1.fit    269.13   242.09  28.93149   14.000  ok
M37_r_7s_1.fit    234.10   243.48  29.71049   12.774  ok
M37_r_7s_1.fit    182.49   244.49  29.81662   13.606  ok
M37_r_7s_1.fit    160.34   250.36  29.21115   14.315  ok
M37_r_7s_1.fit    140.28   251.19  27.85107   14.070  ok
M37_r_7s_1.fit    209.11   258.11  30.30177   14.840  ok
M37_r_7s_1.fit    322.06   255.95  27.79855   13.499  ok
M37_r_7s_1.fit    203.29   257.14  30.48311   13.661  ok
M37_r_7s_1.fit    184.15   260.93  30.57996   13.978  ok
M37_r_7s_1.fit    262.51   261.88  30.87036   13.669  ok
M37_r_7s_1.fit    386.82   261.06  28.45337   13.348  ok
M37_r_7s_1.fit      8.55   263.35  25.98909   13.931  ok
M37_r_7s_1.fit    204.84   264.18  30.52095   12.797  ok
M37_r_7s_1.fit    211.25   269.12  30.10525   14.429  ok
M37_r_7s_1.fit    169.95   275.51  30.60362   13.993  ok
M37_r_7s_1.fit    263.11   278.21  29.66991   13.247  ok
M37_r_7s_1.fit    176.79   280.34  30.62466   12.793  ok
M37_r_7s_1.fit    340.16   282.80  28.74594   12.009  ok
M37_r_7s_1.fit    154.06   284.96  29.60015   12.786  ok
M37_r_7s_1.fit    197.78   288.22  31.00155   13.740  ok
M37_r_7s_1.fit    240.10   290.52  31.05307   13.538  ok
M37_r_7s_1.fit    664.71   296.11  23.58609   16.527  ok
M37_r_7s_1.fit    242.99   297.93  32.54464   14.050  ok
M37_r_7s_1.fit    141.01   304.95  29.55498   14.073  ok
M37_r_7s_1.fit    284.38   305.35  32.44828   13.327  ok
M37_r_7s_1.fit    737.11   306.33  24.17616   18.967  ok
M37_r_7s_1.fit    290.36   309.04  31.36394   12.763  ok
M37_r_7s_1.fit    223.09   309.26  31.79114   14.131  ok
M37_r_7s_1.fit    184.47   310.82  34.75097   13.130  ok
M37_r_7s_1.fit    219.29   313.38  32.84914   12.953  ok
M37_r_7s_1.fit    523.63   316.66  28.13379   14.166  ok
M37_r_7s_1.fit    206.75   316.97  34.68736   10.658  ok
M37_r_7s_1.fit    317.39   317.85  31.39519   12.771  ok
M37_r_7s_1.fit    174.45   317.64  30.37222   13.306  ok
M37_r_7s_1.fit    217.08   321.98   33.8259   14.165  ok
M37_r_7s_1.fit    302.39   324.71  30.74043   13.399  ok
M37_r_7s_1.fit    259.12   330.34  31.73017   12.786  ok
M37_r_7s_1.fit    228.69   335.95  31.54105   13.313  ok
M37_r_7s_1.fit    254.08   337.40  32.10522   13.398  ok
M37_r_7s_1.fit    269.81   346.79  32.34141   14.191  ok
M37_r_7s_1.fit    117.04   346.93  27.91857   14.044  ok
M37_r_7s_1.fit    380.02   346.97  30.48584   12.563  ok
M37_r_7s_1.fit    235.50   350.65  32.86996   14.378  ok
M37_r_7s_1.fit    148.07   351.78  29.73975   13.065  ok
M37_r_7s_1.fit     99.53   353.42  27.59312   14.119  ok
M37_r_7s_1.fit    287.80   353.16   30.6273   14.155  ok
M37_r_7s_1.fit    256.83   354.61  32.86452   13.451  ok
M37_r_7s_1.fit    636.94   355.25  25.87478   17.996  ok
M37_r_7s_1.fit     38.47   356.99  25.86271   13.846  ok
M37_r_7s_1.fit    386.13   357.27  30.10802   13.453  ok
M37_r_7s_1.fit    228.40   364.31  31.67171   13.408  ok
M37_r_7s_1.fit    293.33   364.79  29.88509   13.968  ok
M37_r_7s_1.fit     99.26   377.13  27.58884   13.802  ok
M37_r_7s_1.fit    241.40   378.07  30.45377   13.851  ok
M37_r_7s_1.fit    427.33   377.16   29.1653   13.615  ok
M37_r_7s_1.fit    144.88   401.98  28.93534   13.995  ok
M37_r_7s_1.fit    202.03   402.18  28.55996   14.257  ok
M37_r_7s_1.fit    184.54   402.69   28.5733   13.729  ok
M37_r_7s_1.fit     73.29   413.13  26.22637   14.473  ok
M37_r_7s_1.fit    344.17   425.83  26.99511   14.056  ok
M37_r_7s_1.fit    419.02   437.12  26.94492   13.719  ok
M37_r_7s_1.fit     59.34   439.01   27.2572   11.913  ok
M37_r_7s_1.fit    112.06   441.05  27.71085   14.367  ok
M37_r_7s_1.fit    291.34   438.61   26.7898   13.017  ok
M37_r_7s_1.fit    155.12   447.20   28.2837   14.588  ok
M37_r_7s_1.fit    131.49   448.53  27.75751   12.034  ok
M37_r_7s_1.fit     75.50   458.24  28.33139   12.932  ok
M37_r_7s_1.fit    444.46   467.88  28.21835   13.788  ok
M37_r_7s_1.fit     81.23   469.72  27.19336   12.037  ok
M37_r_7s_1.fit    195.18   499.22  27.15672   14.358  ok
M37_r_7s_1.fit    356.08   502.24  27.52708   14.387  ok
M37_r_7s_1.fit    273.93   505.89  26.29853   12.848  ok
