Name x y something mag check
M37_b_7s_1.fit    444.84    17.01  24.11594   14.781  ok
M37_b_7s_1.fit     90.57    99.55  20.84812   14.803  ok
M37_b_7s_1.fit    200.87   118.26  22.00666   15.400  ok
M37_b_7s_1.fit    162.57   123.68  21.09588   15.127  ok
M37_b_7s_1.fit    207.58   129.29  22.02258   14.068  ok
M37_b_7s_1.fit     60.00   135.15  19.48636   14.819  ok
M37_b_7s_1.fit     76.04   157.24   21.2273   14.245  ok
M37_b_7s_1.fit     16.26   161.37  20.46976   14.103  ok
M37_b_7s_1.fit    199.44   161.34  21.92588   14.592  ok
M37_b_7s_1.fit     54.13   163.70   21.6207   14.162  ok
M37_b_7s_1.fit     98.52   165.45   21.3288   14.765  ok
M37_b_7s_1.fit    476.37   183.56  23.45468   15.016  ok
M37_b_7s_1.fit    402.69   185.50  23.03858   14.073  ok
M37_b_7s_1.fit    298.91   189.10  21.94533   14.641  ok
M37_b_7s_1.fit    537.91   191.23  22.85237   14.564  ok
M37_b_7s_1.fit    364.01   199.34  22.60778   14.055  ok
M37_b_7s_1.fit    167.87   200.30  22.44604   14.703  ok
M37_b_7s_1.fit    515.90   211.49  22.55904   13.942  ok
M37_b_7s_1.fit    228.70   235.95  23.08965   13.262  ok
M37_b_7s_1.fit    140.51   236.73  22.30048   14.098  ok
M37_b_7s_1.fit    442.99   241.21   23.0164   14.011  ok
M37_b_7s_1.fit    269.13   242.09  23.31261   15.427  ok
M37_b_7s_1.fit    234.10   243.48  23.24636   13.285  ok
M37_b_7s_1.fit    182.49   244.49  23.59445   14.158  ok
M37_b_7s_1.fit    160.34   250.36  23.36617   14.948  ok
M37_b_7s_1.fit    140.28   251.19  22.38359   14.710  ok
M37_b_7s_1.fit    209.11   258.11  23.81111   15.598  ok
M37_b_7s_1.fit    322.06   255.95  22.74619   14.008  ok
M37_b_7s_1.fit    203.29   257.14  24.03067   14.403  ok
M37_b_7s_1.fit    184.15   260.93  25.12223   14.505  ok
M37_b_7s_1.fit    262.51   261.88     23.39   14.460  ok
M37_b_7s_1.fit    386.82   261.06  21.57133   14.925  ok
M37_b_7s_1.fit      8.55   263.35  20.49077   14.481  ok
M37_b_7s_1.fit    204.84   264.18  24.16918   14.504  ok
M37_b_7s_1.fit    211.25   269.12  24.11317   15.015  ok
M37_b_7s_1.fit    169.95   275.51  22.75694   14.667  ok
M37_b_7s_1.fit    263.11   278.21   24.1863   15.039  ok
M37_b_7s_1.fit    176.79   280.34  22.86824   13.482  ok
M37_b_7s_1.fit    340.16   282.80  22.95375   13.823  ok
M37_b_7s_1.fit    154.06   284.96  23.51886   13.515  ok
M37_b_7s_1.fit    197.78   288.22  23.49353   15.680  ok
M37_b_7s_1.fit    240.10   290.52  23.62485   14.223  ok
M37_b_7s_1.fit    664.71   296.11  24.19323   14.095  ok
M37_b_7s_1.fit    242.99   297.93  24.38336   14.607  ok
M37_b_7s_1.fit    141.01   304.95  22.72565   14.585  ok
M37_b_7s_1.fit    284.38   305.35  25.47919   13.983  ok
M37_b_7s_1.fit    737.11   306.33  23.61827   14.752  ok
M37_b_7s_1.fit    290.36   309.04  25.11523   14.454  ok
M37_b_7s_1.fit    223.09   309.26   23.8232   14.870  ok
M37_b_7s_1.fit    184.47   310.82   23.8201   14.793  ok
M37_b_7s_1.fit    219.29   313.38  24.35973   14.621  ok
M37_b_7s_1.fit    523.63   316.66  22.82497   14.885  ok
M37_b_7s_1.fit    206.75   316.97  24.56603   12.922  ok
M37_b_7s_1.fit    317.39   317.85  23.95714   14.532  ok
M37_b_7s_1.fit    174.45   317.64  23.18579   14.030  ok
M37_b_7s_1.fit    217.08   321.98  23.88131   14.798  ok
M37_b_7s_1.fit    302.39   324.71  23.82363   13.945  ok
M37_b_7s_1.fit    259.12   330.34  23.78366   14.444  ok
M37_b_7s_1.fit    228.69   335.95  23.82987   14.648  ok
M37_b_7s_1.fit    254.08   337.40  23.54711   14.857  ok
M37_b_7s_1.fit    269.81   346.79  24.70731   14.999  ok
M37_b_7s_1.fit    117.04   346.93  22.75093   14.598  ok
M37_b_7s_1.fit    380.02   346.97  23.94443   14.394  ok
M37_b_7s_1.fit    235.50   350.65  23.85046   14.557  ok
M37_b_7s_1.fit    148.07   351.78  23.09138   14.149  ok
M37_b_7s_1.fit     99.53   353.42  22.14296   14.525  ok
M37_b_7s_1.fit    287.80   353.16  23.01139   14.564  ok
M37_b_7s_1.fit    256.83   354.61  23.08503   14.932  ok
M37_b_7s_1.fit    636.94   355.25  23.38019   14.102  ok
M37_b_7s_1.fit     38.47   356.99   20.7155   14.290  ok
M37_b_7s_1.fit    386.13   357.27  22.98202   13.933  ok
M37_b_7s_1.fit    228.40   364.31  23.15472   13.986  ok
M37_b_7s_1.fit    293.33   364.79  22.21675   14.452  ok
M37_b_7s_1.fit     99.26   377.13  22.25819   14.317  ok
M37_b_7s_1.fit    241.40   378.07  22.48627   14.375  ok
M37_b_7s_1.fit    427.33   377.16   23.5225   13.975  ok
M37_b_7s_1.fit    144.88   401.98  21.82455   14.625  ok
M37_b_7s_1.fit    202.03   402.18   20.8194   14.909  ok
M37_b_7s_1.fit    184.54   402.69  22.55063   14.180  ok
M37_b_7s_1.fit     73.29   413.13  20.51418   14.845  ok
M37_b_7s_1.fit    344.17   425.83  23.25483   14.704  ok
M37_b_7s_1.fit    419.02   437.12  22.10227   14.203  ok
M37_b_7s_1.fit     59.34   439.01  20.86366   13.840  ok
M37_b_7s_1.fit    112.06   441.05  21.90681   14.635  ok
M37_b_7s_1.fit    291.34   438.61  22.39618   13.911  ok
M37_b_7s_1.fit    155.12   447.20  23.25477   14.861  ok
M37_b_7s_1.fit    131.49   448.53  22.51211   13.940  ok
M37_b_7s_1.fit     75.50   458.24  22.22401   14.700  ok
M37_b_7s_1.fit    444.46   467.88  23.55451   14.212  ok
M37_b_7s_1.fit     81.23   469.72  21.54696   13.025  ok
M37_b_7s_1.fit    195.18   499.22  22.83407   15.041  ok
M37_b_7s_1.fit    356.08   502.24  22.49301   14.867  ok
M37_b_7s_1.fit    273.93   505.89  20.34355   14.624  ok
