Name x y something mag check
M37_g_7s_1.fit    444.84    17.01  36.47583   18.929  ok
M37_g_7s_1.fit     90.57    99.55  34.59753   18.254  ok
M37_g_7s_1.fit    200.87   118.26  36.22755   14.211  ok
M37_g_7s_1.fit    162.57   123.68  35.29397   14.651  ok
M37_g_7s_1.fit    207.58   129.29  36.18853   13.632  ok
M37_g_7s_1.fit     60.00   135.15  34.43783   13.480  ok
M37_g_7s_1.fit     76.04   157.24  35.23177   13.879  ok
M37_g_7s_1.fit     16.26   161.37  32.58196   13.751  ok
M37_g_7s_1.fit    199.44   161.34  35.10821   14.086  ok
M37_g_7s_1.fit     54.13   163.70  34.69958   13.762  ok
M37_g_7s_1.fit     98.52   165.45  35.00635   13.584  ok
M37_g_7s_1.fit    476.37   183.56  37.61176   14.423  ok
M37_g_7s_1.fit    402.69   185.50  38.09235   13.699  ok
M37_g_7s_1.fit    298.91   189.10   37.0238   14.220  ok
M37_g_7s_1.fit    537.91   191.23   38.8638   14.316  ok
M37_g_7s_1.fit    364.01   199.34  38.19814   13.129  ok
M37_g_7s_1.fit    167.87   200.30  35.47577   14.273  ok
M37_g_7s_1.fit    515.90   211.49  38.13737   12.833  ok
M37_g_7s_1.fit    228.70   235.95     37.98   13.056  ok
M37_g_7s_1.fit    140.51   236.73  37.60684   13.353  ok
M37_g_7s_1.fit    442.99   241.21   37.8847   13.690  ok
M37_g_7s_1.fit    269.13   242.09  37.74394   14.762  ok
M37_g_7s_1.fit    234.10   243.48  37.93009   12.955  ok
M37_g_7s_1.fit    182.49   244.49  36.91566   13.744  ok
M37_g_7s_1.fit    160.34   250.36  37.17971   14.504  ok
M37_g_7s_1.fit    140.28   251.19  36.34872   14.282  ok
M37_g_7s_1.fit    209.11   258.11  39.37856   15.307  ok
M37_g_7s_1.fit    322.06   255.95  38.70067   13.707  ok
M37_g_7s_1.fit    203.29   257.14  39.79124   13.938  ok
M37_g_7s_1.fit    184.15   260.93  39.89427   14.145  ok
M37_g_7s_1.fit    262.51   261.88  39.47114   13.999  ok
M37_g_7s_1.fit    386.82   261.06  37.73504   13.956  ok
M37_g_7s_1.fit      8.55   263.35  34.94871   14.135  ok
M37_g_7s_1.fit    204.84   264.18   39.5509   13.508  ok
M37_g_7s_1.fit    211.25   269.12  40.17229   14.553  ok
M37_g_7s_1.fit    169.95   275.51  39.19714   14.126  ok
M37_g_7s_1.fit    263.11   278.21  39.60192   13.992  ok
M37_g_7s_1.fit    176.79   280.34  39.53764   13.010  ok
M37_g_7s_1.fit    340.16   282.80   37.6008   12.796  ok
M37_g_7s_1.fit    154.06   284.96  36.21359   13.059  ok
M37_g_7s_1.fit    197.78   288.22  40.11635   14.409  ok
M37_g_7s_1.fit    240.10   290.52  38.68877   13.703  ok
M37_g_7s_1.fit    664.71   296.11  40.20539   13.915  ok
M37_g_7s_1.fit    242.99   297.93  39.36398   14.322  ok
M37_g_7s_1.fit    141.01   304.95   37.0816   14.182  ok
M37_g_7s_1.fit    284.38   305.35  40.06708   13.639  ok
M37_g_7s_1.fit    737.11   306.33  33.69582   19.959  ok
M37_g_7s_1.fit    290.36   309.04  39.80543   13.518  ok
M37_g_7s_1.fit    223.09   309.26  40.45509   14.296  ok
M37_g_7s_1.fit    184.47   310.82  39.50217   13.802  ok
M37_g_7s_1.fit    219.29   313.38  40.15899   13.563  ok
M37_g_7s_1.fit    523.63   316.66   38.2969   14.391  ok
M37_g_7s_1.fit    206.75   316.97  40.05653   11.612  ok
M37_g_7s_1.fit    317.39   317.85  37.34961   13.441  ok
M37_g_7s_1.fit    174.45   317.64  37.44936   13.610  ok
M37_g_7s_1.fit    217.08   321.98  40.06937   14.550  ok
M37_g_7s_1.fit    302.39   324.71  38.27917   13.579  ok
M37_g_7s_1.fit    259.12   330.34  40.21124   13.490  ok
M37_g_7s_1.fit    228.69   335.95  40.47575   13.872  ok
M37_g_7s_1.fit    254.08   337.40  39.38567   14.084  ok
M37_g_7s_1.fit    269.81   346.79  40.75766   14.417  ok
M37_g_7s_1.fit    117.04   346.93  36.57688   14.242  ok
M37_g_7s_1.fit    380.02   346.97  37.98522   13.389  ok
M37_g_7s_1.fit    235.50   350.65  39.99196   14.445  ok
M37_g_7s_1.fit    148.07   351.78  37.57288   13.471  ok
M37_g_7s_1.fit     99.53   353.42  36.39748   14.372  ok
M37_g_7s_1.fit    287.80   353.16  39.15202   14.322  ok
M37_g_7s_1.fit    256.83   354.61  39.94989   14.130  ok
M37_g_7s_1.fit    636.94   355.25  37.75126   13.470  ok
M37_g_7s_1.fit     38.47   356.99  33.83058   13.988  ok
M37_g_7s_1.fit    386.13   357.27  38.22653   13.630  ok
M37_g_7s_1.fit    228.40   364.31  39.06899   13.656  ok
M37_g_7s_1.fit    293.33   364.79  38.91851   14.219  ok
M37_g_7s_1.fit     99.26   377.13  35.96167   14.014  ok
M37_g_7s_1.fit    241.40   378.07  37.39281   14.070  ok
M37_g_7s_1.fit    427.33   377.16  38.54796   13.754  ok
M37_g_7s_1.fit    144.88   401.98  37.45684   14.242  ok
M37_g_7s_1.fit    202.03   402.18  36.44144   14.437  ok
M37_g_7s_1.fit    184.54   402.69  38.72665   13.877  ok
M37_g_7s_1.fit     73.29   413.13  34.52913   14.542  ok
M37_g_7s_1.fit    344.17   425.83  37.52087   14.349  ok
M37_g_7s_1.fit    419.02   437.12  37.43221   13.814  ok
M37_g_7s_1.fit     59.34   439.01  36.31071   12.666  ok
M37_g_7s_1.fit    112.06   441.05  36.01358   14.660  ok
M37_g_7s_1.fit    291.34   438.61  36.72564   13.372  ok
M37_g_7s_1.fit    155.12   447.20  36.80456   14.585  ok
M37_g_7s_1.fit    131.49   448.53  36.28862   12.809  ok
M37_g_7s_1.fit     75.50   458.24  37.74019   13.603  ok
M37_g_7s_1.fit    444.46   467.88  38.09261   13.913  ok
M37_g_7s_1.fit     81.23   469.72  36.40058   12.402  ok
M37_g_7s_1.fit    195.18   499.22   36.3905   14.660  ok
M37_g_7s_1.fit    356.08   502.24  37.54944   14.585  ok
M37_g_7s_1.fit    273.93   505.89  35.68496   13.485  ok
